,weight
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,X,X,BKB,X,X,BP,X,X,BP,X,X,X,X,X,X,X,X,X,BR,X,BQ,WKB,BK,BQB,BR,X",0.09513361139704578
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,X,X,BKB,X,X,BP,X,X,BP,X,X,X,X,X,X,X,X,X,BR,X,BQ,WKB,BK,BQB,X,BR",0.08648510127004161
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,WKB,X,BKB,X,X,BP,X,X,BP,X,X,X,X,X,X,X,X,X,BR,X,BQ,X,BK,BQB,X,BR",0.07862281933640146
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,WH,X,WKB,X,BKB,X,X,BP,X,X,BP,X,X,X,X,X,X,X,X,X,BR,X,BQ,X,BK,BQB,X,X",0.0714752903058195
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,WH,X,X,X,X,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,X,X,WKB,X,BKB,X,X,BP,X,X,BP,X,X,X,X,X,X,X,X,X,BR,X,BQ,X,BK,BQB,X,X",0.0649775366416541
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,WH,X,X,X,X,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,X,X,WKB,X,BKB,X,X,BP,X,X,BP,X,X,BQ,X,X,X,X,X,X,BR,X,X,X,BK,BQB,X,X",0.059070487856049174
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,X,X,X,X,X,WH,X,X,X,WQB,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,X,X,WKB,X,BKB,X,X,BP,X,X,BP,X,X,BQ,X,X,X,X,X,X,BR,X,X,X,BK,BQB,X,X",0.05370044350549925
"WK,X,X,WQ,X,WR,X,X,X,X,WR,X,WP,BH,X,X,X,X,X,WH,X,X,X,WQB,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,X,X,WKB,X,BKB,X,BQ,BP,X,X,BP,X,X,WP,X,X,X,X,X,X,BR,X,X,X,BK,BQB,X,X",0.04881858500499931
"X,X,X,WQ,X,WR,X,X,WK,X,WR,X,WP,BH,X,X,X,X,X,WH,X,X,X,WQB,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,X,X,WKB,X,BKB,X,BQ,BP,X,X,BP,X,X,WP,X,X,X,X,X,X,BR,X,X,X,BK,BQB,X,X",0.044380531822726645
"X,X,X,WQ,X,WR,X,X,WK,X,WR,X,WP,BH,X,X,X,X,X,WH,X,X,X,WQB,X,BP,WP,WP,X,X,BP,BR,X,BH,X,X,X,X,WKB,X,BKB,X,BQ,BP,X,X,BP,X,X,WP,X,X,X,X,X,X,BR,X,X,BK,X,BQB,X,X",0.04034593802066058
